carExIdx,Company,ManuID,Model,ModelInKor,Type,ClassID,Prices,is_unique,is_pegasus,LapTime,Top Speed,Speed,Acceleration,Braking,Handling,length,width,height,Weight,Drive,DriveID,Gears,Seats,Shop,Steal,lengthbackup,widthbackup,heightbackup,Speedbackup,Accelerationbackup,Brakingbackup,Handlingbackup,LapTimebackup,Top Speed backup
493,Ocelot,21,Pariah,파리아,Sports,17,1420000,0,0,60644,21887,8322,8025,3333,7955,482,218,143,1500,RWD,2,6,2,Legendary Motorsport ,,4.82,2.18,1.43,83.22,80.25,33.33,79.55,01:00.6,218.87
492,Pfister,7,Comet Safari,코메트 사파리,Sports,17,710000,0,0,66149,19151,8156,7313,2667,6364,454,186,185,1150,AWD,3,5,2,Legendary Motorsport ,,4.54,1.86,1.85,81.56,73.13,26.67,63.64,01:06.1,191.51
491,Declasse,25,Yosemite,,Muscle,11,485000,0,0,65532,18507,7351,7125,2500,7197,494,197,150,1300,RWD,2,4,2,Southern S.A. Super Autos,,4.94,1.97,1.5,73.51,71.25,25,71.97,01:05.5,185.07
490,Vapid,6,Riata,리아타,Off-Road,12,380000,0,0,71488,16777,7243,6250,1000,6212,580,273,259,2300,AWD,3,4,2,Southern S.A. Super Autos,,5.8,2.73,2.59,72.43,62.5,10,62.12,01:11.5,167.77
489,,,FH-1 Hunter,FH-1 헌터,Helicopters,7,4123000,0,0,55902,24824,8500,8750,0,7000,2214,2200,453,6000,,,,2,Warstock Cache & Carry,,22.14,22,4.53,85,87.5,,70,00:55.9,248.24
488,Coil,23,Cyclone,사이클론,Super,19,1890000,0,0,61312,18668,8317,10000,4000,6800,472,194,125,1800,AWD,3,1,2,Legendary Motorsport ,,4.72,1.94,1.25,83.17,100,40,68,01:01.3,186.68
487,,,P-45 Nokota,P-45 노코타,Planes,14,2653350,0,0,37068,32348,7850,6950,6250,6600,996,1118,443,3200,,,,1,Warstock Cache & Carry,,9.96,11.18,4.43,78.5,69.5,62.5,66,00:37.1,323.48
486,Western,37,Seabreeze,시브리즈,Planes,14,1130500,0,0,38568,30859,7350,9500,7800,4800,919,987,426,3000,,,,2,Elitás Travel,,9.19,9.87,4.26,73.5,95,78,48,00:38.6,308.59
485,Grotti,29,Vigilante,비질란테,Super,19,3750000,0,0,55872,23617,7243,6500,2000,6364,659,270,176,7500,RWD,2,6,2,Warstock Cache & Carry,,6.59,2.7,1.76,72.43,65,20,63.64,00:55.9,236.17
484,Buckingham,19,Pyro,,Planes,14,4455500,0,0,34034,35848,9000,5300,5400,10000,1107,1209,291,4000,,,,2,Warstock Cache & Carry,,11.07,12.09,2.91,90,53,54,100,00:34.0,358.48
483,Mammoth,13,Mogul,,Planes,14,3125500,0,0,45301,25065,7000,2700,2200,3000,1060,1441,353,5000,,,,3,Warstock Cache & Carry,,10.6,14.41,3.53,70,27,22,30,00:45.3,250.65
482,Buckingham,19,Howard NX-25,하워드 NX-25,Planes,14,1296750,0,0,33868,32790,9000,9750,10000,7500,828,957,335,450,,,,1,Elitás Travel,,8.28,9.57,3.35,90,97.5,100,75,00:33.9,327.9
481,,,RM-10 Bombushka,RM-10 밤부쉬카,Planes,14,5918500,0,0,100403,13599,8566,1100,2750,0,3482,3836,1075,30100,,,,6,Warstock Cache & Carry,,34.82,38.36,10.75,85.66,11,27.5,0,01:40.4,135.99
480,Dewbauchee,8,Rapid GT Classic,라피드 GT 클래식,Sports Classics,18,885000,0,0,65148,19272,8021,7500,1667,7879,493,191,136,1570,RWD,2,5,2,Legendary Motorsport ,,4.93,1.91,1.36,80.21,75,16.67,78.79,01:05.1,192.72
479,Grotti,29,Visione,비전,Super,19,2250000,0,0,60411,20077,8633,9250,3733,9169,479,283,138,1400,RWD,2,6,2,Legendary Motorsport ,,4.79,2.83,1.38,86.33,92.5,37.33,91.69,01:00.4,200.77
478,Vapid,6,Retinue,레티뉴,Sports Classics,18,615000,0,0,67935,18668,7243,7250,1667,6212,449,186,146,900,RWD,2,4,2,Southern S.A. Super Autos,,4.49,1.86,1.46,72.43,72.5,16.67,62.12,01:07.9,186.68
477,,,V-65 Molotok,V-65 몰로토크,Planes,14,4788000,0,0,36367,33434,8350,6950,6500,7000,1120,962,390,3200,,,,1,Warstock Cache & Carry,,11.2,9.62,3.9,83.5,69.5,65,70,00:36.4,334.34
476,Nagasaki,20,Ultralight,울트라라이트,Planes,14,665000,0,0,99168,11788,7150,4550,3600,5800,343,951,339,250,,,,1,Elitás Travel,,3.43,9.51,3.39,71.5,45.5,36,58,01:39.2,117.88
475,Mammoth,13,Tula,툴라,Planes,14,5173700,0,0,49302,24140,6250,2300,1500,4700,1233,1497,491,2000,,,,5,Warstock Cache & Carry,,12.33,14.97,4.91,62.5,23,15,47,00:49.3,241.4
474,Western,37,Rogue,로그,Planes,14,1596000,0,0,35201,35325,9000,4500,4600,7600,1007,1131,375,4200,,,,2,Warstock Cache & Carry,,10.07,11.31,3.75,90,45,46,76,00:35.2,353.25
473,,,LF-22 Starling,,Planes,14,3657500,0,0,44468,30215,8654,5819,6250,267,608,955,291,2000,,,,1,Warstock Cache & Carry,,6.08,9.55,2.91,86.54,58.19,62.5,2.67,00:44.5,302.15
472,Buckingham,19,Alpha-Z1,알파-Z1,Planes,14,2121350,0,0,33567,32428,9050,9700,10000,7500,611,758,182,450,,,,1,Elitás Travel,,6.11,7.58,1.82,90.5,97,100,75,00:33.6,324.28
471,Nagasaki,20,Havok,하복,Helicopters,7,2300900,0,0,55234,23899,8333,8667,0,7100,848,619,273,1000,,,,1,Elitás Travel,,8.48,6.19,2.73,83.33,86.67,,71,00:55.2,238.99
470,Ocelot,21,Ardent,아덴트,Sports Classics,18,1150000,0,0,64265,19111,7941,7125,3000,8030,427,183,126,1200,RWD,2,5,2,Warstock Cache & Carry,,4.27,1.83,1.26,79.41,71.25,30,80.3,01:04.3,191.11
469,Ocelot,21,XA-21,XA-21,Super,19,2375000,0,0,59459,19714,8542,9100,3667,8121,456,312,177,1450,AWD,3,6,2,Legendary Motorsport ,,4.56,3.12,1.77,85.42,91,36.67,81.21,00:59.5,197.14
468,HVY,32,Nightshark,나이트샤크,Off-Road,12,1245000,0,0,66750,16938,7512,6750,2500,6364,524,227,197,4400,AWD,3,6,4,Warstock Cache & Carry,,5.24,2.27,1.97,75.12,67.5,25,63.64,01:06.8,169.38
467,HVY,32,Insurgent Pick-up Custom,인서전트 픽업 커스텀,Off-Road,12,202500,0,0,71906,15852,6975,6000,2000,6061,624,284,316,8600,AWD,3,6,9,Warstock Cache & Carry,,6.24,2.84,3.16,69.75,60,20,60.61,01:11.9,158.52
466,Pegassi,4,Torero,토레로,Sports Classics,18,998000,0,0,65182,18749,8021,7500,1667,7879,427,236,132,1470,RWD,2,5,2,Legendary Motorsport ,,4.27,2.36,1.32,80.21,75,16.67,78.79,01:05.2,187.49
465,Karin,5,Technical Custom,테크니컬 커스텀,Off-Road,12,142500,0,0,74390,16335,6975,5000,2333,6455,567,210,270,3200,AWD,3,5,3,Warstock Cache & Carry,,5.67,2.1,2.7,69.75,50,23.33,64.55,01:14.4,163.35
464,Grotti,29,Cheetah Classic,치타 클래식,Sports Classics,18,865000,0,0,64082,19312,8156,7500,2667,8030,467,204,121,1500,RWD,2,5,2,Legendary Motorsport ,,4.67,2.04,1.21,81.56,75,26.67,80.3,01:04.1,193.12
463,Dewbauchee,8,Vagner,바그너,Super,19,1535000,0,0,58892,20398,8633,9250,3733,9169,467,209,111,1000,RWD,2,6,2,Legendary Motorsport ,,4.67,2.09,1.11,86.33,92.5,37.33,91.69,00:58.9,203.98
462,,,Mobile Operations Center (Trailer),이동식 작전 본부 트레일러,Utility,22,1225000,1,0,0,0,0,0,0,0,1598,550,446,13500,,,,3,Warstock Cache & Carry,,15.98,5.5,4.46,,,,,,
461,Nagasaki,20,Caddy (Bunker),캐디,Utility,22,120000,1,0,127770,7725,3488,7500,667,4394,345,133,161,600,RWD,2,1,2,Bonus Reward,,3.45,1.33,1.61,34.88,75,6.67,43.94,02:07.8,77.25
460,BF,16,Dune FAV,듄 FAV,Off-Road,12,1130500,0,0,73740,16013,7243,6250,2100,6667,440,209,163,1800,RWD,2,5,2,Warstock Cache & Carry,,4.4,2.09,1.63,72.43,62.5,21,66.67,01:13.7,160.13
459,Declasse,25,Weaponized Tampa,탬파(무기화),Muscle,11,2108050,0,0,69986,18025,7780,8250,1667,6818,529,198,190,1400,AWD,3,4,2,Warstock Cache & Carry,,5.29,1.98,1.9,77.8,82.5,16.67,68.18,01:10.0,180.25
458,Pegassi,4,Oppressor,오프레서,Motorcycles,10,3524500,0,0,51953,22531,7941,10000,4000,6439,202,126,173,190,RWD,2,5,1,Warstock Cache & Carry,,2.02,1.26,1.73,79.41,100,40,64.39,00:52.0,225.31
457,Bravado,17,Half-track,하프트랙,Military,9,2254350,0,0,111061,9334,4024,4000,667,6970,664,241,304,10000,RWD,2,4,3,Warstock Cache & Carry,,6.64,2.41,3.04,40.24,40,6.67,69.7,01:51.1,93.34
456,HVY,32,APC,APC,Military,9,3092250,0,0,88872,10139,5205,5250,667,7273,604,283,293,10600,AWD,3,4,4,Warstock Cache & Carry,,6.04,2.83,2.93,52.05,52.5,6.67,72.73,01:28.9,101.39
455,Vom Feuer,59,Anti-Aircraft Trailer,대공 방어 트레일러,Military,9,1862000,1,0,0,0,0,0,0,0,439,258,242,1000,,,,1,Warstock Cache & Carry,,4.39,2.58,2.42,,,,,,
454,Jobuilt,36,Phantom custom,팬텀 커스텀,Commercial,2,1225000,1,0,79283,16657,6975,7500,2833,6212,931,332,443,12000,RWD,2,5,2,Warstock Cache & Carry,,9.31,3.32,4.43,69.75,75,28.33,62.12,01:19.3,166.57
453,Jobuilt,36,Hauler Custom,,Commercial,2,1400000,1,0,78434,16295,6975,8000,2833,5909,791,304,421,11000,RWD,2,5,2,Warstock Cache & Carry,,7.91,3.04,4.21,69.75,80,28.33,59.09,01:18.4,162.95
452,Grotti,29,Turismo Classic,투리스모 클래식,Sports Classics,18,705000,0,0,59960,19473,8182,8500,1667,8030,455,201,125,1100,RWD,2,6,2,Legendary Motorsport ,,4.55,2.01,1.25,81.82,85,16.67,80.3,01:03.8,194.73
451,Pegassi,4,Infernus Classic,인퍼너스 클래식,Sports Classics,18,915000,0,0,66049,19111,8021,8250,1667,7985,461,277,130,1400,RWD,2,6,2,Legendary Motorsport ,,4.61,2.77,1.3,80.21,82.5,16.67,79.85,01:06.0,191.11
450,Hijak,56,Ruston,러스튼,Sports,17,430000,0,0,67784,18749,7941,8125,4000,8196,385,196,121,800,RWD,2,5,2,Legendary Motorsport ,,3.85,1.96,1.21,79.41,81.25,40,81.96,01:07.8,187.49
449,Progen,22,GP1,GP1,Super,19,1260000,0,0,63097,19916,8612,9250,4000,8477,441,338,164,1100,RWD,2,6,2,Legendary Motorsport ,,4.41,3.38,1.64,86.12,92.5,40,84.77,01:03.1,199.16
448,Dewbauchee,8,Specter Custom,스펙터 커스텀,Sports,17,252000,0,0,64047,19473,8327,8250,3667,8586,491,228,138,1450,RWD,2,6,2,Benny's Original Motor Works,,4.91,2.28,1.38,83.27,82.5,36.67,85.86,01:04.0,194.73
447,Dewbauchee,8,Specter,,Sports,17,599000,0,0,64082,19473,8317,8000,3333,7939,449,214,136,1550,RWD,2,6,2,Benny's Original Motor Works,,4.49,2.14,1.36,83.17,80,33.33,79.39,01:04.1,194.73
446,Progen,22,Itali GTB Custom,,Super,19,495000,0,0,62145,20519,8542,8500,4000,8133,469,313,129,1600,AWD,3,6,2,Benny's Original Motor Works,,4.69,3.13,1.29,85.42,85,40,81.33,01:02.1,205.19
445,Progen,22,Itali GTB,이탈리 GTB,Super,19,1189000,0,0,61311,20157,8531,8412,3667,7576,439,194,111,1800,AWD,3,6,2,Benny's Original Motor Works,,4.39,1.94,1.11,85.31,84.12,36.67,75.76,01:01.3,201.57
444,Pegassi,4,FCR 1000 Custom,,Motorcycles,10,196000,0,0,62396,18105,7522,7750,4167,6515,219,72,138,200,RWD,2,6,1,Benny's Original Motor Works,,2.19,0.72,1.38,75.22,77.5,41.67,65.15,01:02.4,181.05
443,Pegassi,4,FCR 1000,,Motorcycles,10,135000,0,0,63230,18025,7512,7625,4000,6364,221,74,138,210,RWD,2,6,1,Benny's Original Motor Works,,2.21,0.74,1.38,75.12,76.25,40,63.64,01:03.2,180.25
442,Pfister,7,Comet Retro Custom,코메트 레트로 커스텀,Sports,17,645000,0,0,64615,19553,8156,8500,2667,9005,474,206,133,1200,RWD,2,5,2,Benny's Original Motor Works,,4.74,2.06,1.33,81.56,85,26.67,90.05,01:04.6,195.53
441,Truffade,50,Nero Custom,네로 커스텀,Super,19,605000,0,0,60827,20439,8596,8501,3667,8106,477,216,133,1800,AWD,3,6,2,Benny's Original Motor Works,,4.77,2.16,1.33,85.96,85.01,36.67,81.06,01:00.8,204.39
440,Truffade,50,Nero,,Super,19,1440000,0,0,61394,20318,8585,8438,3333,8030,457,216,123,1995,AWD,3,6,2,Benny's Original Motor Works,,4.57,2.16,1.23,85.85,84.38,33.33,80.3,01:01.4,203.18
439,Brute,18,Armored Boxville,방탄 박스빌,Vans,23,2926000,1,0,80764,14082,6439,8000,1167,6591,735,235,339,7500,RWD,2,5,5,Warstock Cache & Carry,,7.35,2.35,3.39,64.39,80,11.67,65.91,01:20.8,140.82
438,Pegassi,4,Tempesta,템페스타,Super,19,1329000,0,0,60243,19553,8424,9000,3333,8030,466,211,133,1422,AWD,3,6,2,Legendary Motorsport ,,4.66,2.11,1.33,84.24,90,33.33,80.3,01:00.2,195.53
437,Coil,23,Rocket Voltic,로켓 볼틱,Super,19,3830400,1,0,59209,20077,7780,4500,3333,7667,436,188,119,1200,RWD,2,1,2,Warstock Cache & Carry,,4.36,1.88,1.19,77.8,45,33.33,76.67,00:59.2,200.77
436,Ocelot,21,Penetrator,페네트레이터,Super,19,880000,0,0,61862,19835,8558,7500,2667,7818,509,221,118,1470,AWD,3,5,2,Legendary Motorsport ,,5.09,2.21,1.18,85.58,75,26.67,78.18,01:01.9,198.35
435,Annis,10,Elegy Retro Custom,엘레지 레트로 커스텀,Sports,17,904000,0,0,63212,18588,7941,8250,3333,8182,476,198,148,1450,AWD,3,5,2,Benny's Original Motor Works,,4.76,1.98,1.48,79.41,82.5,33.33,81.82,01:03.2,185.88
434,MTL,15,Wastelander,웨이스트랜더,Service,16,658350,1,0,76143,14645,6707,8250,2000,6970,893,342,377,7000,AWD,3,5,6,Warstock Cache & Carry,,8.93,3.42,3.77,67.07,82.5,20,69.7,01:16.1,146.45
433,Karin,5,Technical Aqua,테크니컬 아쿠아,Off-Road,12,1489600,1,0,74341,15007,6975,6250,2333,6455,607,328,270,3200,AWD,3,5,3,Warstock Cache & Carry,,6.07,3.28,2.7,69.75,62.5,23.33,64.55,01:14.3,150.07
432,BF,16,Ramp Buggy,램프 버기,Off-Road,12,3192000,1,0,65448,18226,8048,8000,3333,8592,538,214,121,1000,RWD,2,6,2,Warstock Cache & Carry,,5.38,2.14,1.21,80.48,80,33.33,85.92,01:05.4,182.26
431,Nagasaki,20,Blazer Aqua,블레이저 아쿠아,Off-Road,12,1755600,1,0,65283,15932,6707,6800,3333,8182,258,136,170,550,AWD,3,6,1,Warstock Cache & Carry,,2.58,1.36,1.7,67.07,68,33.33,81.82,01:05.3,159.32
430,Imponte,33,Ruiner 2000,루이너 2000,Muscle,11,5745600,1,0,71371,19151,8156,8250,3333,6364,497,199,132,1300,RWD,2,5,2,Warstock Cache & Carry,,4.97,1.99,1.32,81.56,82.5,33.33,63.64,01:11.4,191.51
429,Principe,44,Diabolus Custom,,Motorcycles,10,245000,0,0,62896,18548,7651,8000,4167,6061,223,99,141,210,RWD,2,6,1,Benny's Original Motor Works,,2.23,0.99,1.41,76.51,80,41.67,60.61,01:02.9,185.48
428,Principe,44,Diabolus,,Motorcycles,10,169000,0,0,64297,18387,7646,7800,4000,5909,227,102,173,220,RWD,2,6,1,Benny's Original Motor Works,,2.27,1.02,1.73,76.46,78,40,59.09,01:04.3,183.87
427,Jobuilt,36,Phantom Wedge,팬텀 웨지,Commercial,2,2553600,1,0,80080,15812,6975,7500,2833,5909,1348,433,388,14000,RWD,2,5,5,Warstock Cache & Carry,,13.48,4.33,3.88,69.75,75,28.33,59.09,01:20.1,158.12
426,Bravado,17,Youga Classic,,Vans,23,195000,0,0,89289,14645,6439,3500,1000,5455,509,260,205,2500,RWD,2,5,4,Southern S.A. Super Autos,,5.09,2.6,2.05,64.39,35,10,54.55,01:29.3,146.45
425,Pegassi,4,Esskey,에스키,Motorcycles,10,264000,0,0,66399,18145,7780,7375,4000,6515,211,97,140,190,RWD,2,5,2,Southern S.A. Super Autos,,2.11,0.97,1.4,77.8,73.75,40,65.15,01:06.4,181.45
424,Nagasaki,20,Shotaro,쇼타로,Motorcycles,10,2225000,0,0,57490,19916,8558,10000,4667,8182,240,66,129,230,RWD,2,6,1,Legendary Motorsport ,,2.4,0.66,1.29,85.58,100,46.67,81.82,00:57.5,199.16
423,Declasse,25,Tornado Rat Rod,,Sports Classics,18,378000,0,0,77510,16013,6975,7000,833,6061,493,218,144,2100,RWD,2,4,2,Southern S.A. Super Autos,,4.93,2.18,1.44,69.75,70,8.33,60.61,01:17.5,160.13
422,LCC,43,Sanctus,상투스,Motorcycles,10,1995000,0,0,63329,18025,7726,10000,3333,5909,245,92,155,250,RWD,2,5,1,Southern S.A. Super Autos,,2.45,0.92,1.55,77.26,100,33.33,59.09,01:03.3,180.25
421,Pegassi,4,Vortex,,Motorcycles,10,356000,0,0,61028,18628,7941,10000,4000,6515,214,72,142,190,RWD,2,5,1,Southern S.A. Super Autos,,2.14,0.72,1.42,79.41,100,40,65.15,01:01.0,186.28
420,BF,16,Raptor,랩터,Sports,17,648000,0,0,71271,16697,7512,7375,4000,7879,352,192,115,500,RWD,2,6,2,Legendary Motorsport ,,3.52,1.92,1.15,75.12,73.75,40,78.79,01:11.3,166.97
419,Western,37,Daemon (Custom),데이먼,Motorcycles,10,145000,0,0,68635,17139,7243,6550,2000,5606,222,85,166,250,RWD,2,5,2,Southern S.A. Super Autos,,2.22,0.85,1.66,72.43,65.5,20,56.06,01:08.6,171.39
418,Nagasaki,20,Street Blazer,스트리트 블레이저,Off-Road,12,81000,0,0,64914,16093,6707,6250,3333,8182,202,118,163,550,AWD,3,6,1,Southern S.A. Super Autos,,2.02,1.18,1.63,67.07,62.5,33.33,81.82,01:04.9,160.93
417,Western,37,Zombie Chopper,,Motorcycles,10,122000,0,0,68201,18306,7351,7250,2667,5682,231,90,159,225,RWD,2,5,2,Southern S.A. Super Autos,,2.31,0.9,1.59,73.51,72.5,26.67,56.82,01:08.2,183.06
416,Western,37,Zombie Bobber,좀비 바버,Motorcycles,10,99000,0,0,68311,18306,7351,7250,2667,5682,226,90,121,225,RWD,2,5,1,Southern S.A. Super Autos,,2.26,0.9,1.21,73.51,72.5,26.67,56.82,01:08.3,183.06
415,Western,37,Wolfsbane,울프스베인,Motorcycles,10,95000,0,0,77444,16335,6975,5375,4000,5000,229,86,167,180,RWD,2,5,2,Southern S.A. Super Autos,,2.29,0.86,1.67,69.75,53.75,40,50,01:17.4,163.35
414,Western,37,Rat Bike,랫 바이크,Motorcycles,10,48000,0,0,77632,19875,6975,5375,4000,5000,229,86,167,180,RWD,2,5,2,Southern S.A. Super Autos,,2.29,0.86,1.67,69.75,53.75,40,50,01:17.6,198.75
413,Western,37,Nightblade,,Motorcycles,10,100000,0,0,63496,18387,7619,7750,4000,5909,241,96,169,205,RWD,2,5,2,Southern S.A. Super Autos,,2.41,0.96,1.69,76.19,77.5,40,59.09,01:03.5,183.87
412,Maibatsu,12,Manchez,,Motorcycles,10,67000,0,0,66465,18266,7780,7375,4000,6515,220,88,144,190,RWD,2,5,2,Southern S.A. Super Autos,,2.2,0.88,1.44,77.8,73.75,40,65.15,01:06.5,182.66
411,Shitzu,26,Hakuchou Drag Bike,하쿠초우 드래그,Motorcycles,10,976000,0,0,52736,20358,8531,10000,4667,8788,256,78,141,270,RWD,2,6,2,Legendary Motorsport ,,2.56,0.78,1.41,85.31,100,46.67,87.88,00:57.4,203.58
410,Pegassi,4,Faggio Sport,,Motorcycles,10,47500,0,0,85318,12352,5097,4938,1333,5152,200,71,144,110,RWD,2,3,2,Southern S.A. Super Autos,,2,0.71,1.44,50.97,49.38,13.33,51.52,01:25.3,123.52
409,Pegassi,4,Faggio Mod,파지오 모드,Motorcycles,10,55000,0,0,87154,11949,4829,2875,1333,5152,187,79,161,100,RWD,2,3,2,Southern S.A. Super Autos,,1.87,0.79,1.61,48.29,28.75,13.33,51.52,01:27.2,119.49
408,Shitzu,26,Defiler,,Motorcycles,10,412000,0,0,60326,18829,7941,10000,4000,6515,213,75,141,200,RWD,2,5,1,Southern S.A. Super Autos,,2.13,0.75,1.41,79.41,100,40,65.15,01:00.3,188.29
407,Nagasaki,20,Chimera,,Motorcycles,10,210000,0,0,68935,16576,7243,6000,3333,6364,254,124,149,401,RWD,2,4,1,Southern S.A. Super Autos,,2.54,1.24,1.49,72.43,60,33.33,63.64,01:08.9,165.76
406,LCC,43,Avarus,아바루스,Motorcycles,10,116000,0,0,67168,17300,7243,6750,3333,5606,245,92,155,230,RWD,2,5,1,Southern S.A. Super Autos,,2.45,0.92,1.55,72.43,67.5,33.33,56.06,01:07.2,173
405,Vapid,6,Contender,,SUVs,20,250000,0,0,69270,17542,7243,6500,2000,6364,632,221,222,2750,AWD,3,5,4,Southern S.A. Super Autos,,6.32,2.21,2.22,72.43,65,20,63.64,01:09.3,175.42
404,MTL,15,Dune,듄,Service,16,1300000,1,1,74992,14725,6707,8250,2000,6970,894,293,380,7000,AWD,3,5,2,Southern S.A. Super Autos,,8.94,2.93,3.8,67.07,82.5,20,69.7,01:15.0,147.25
403,Declasse,25,Drift Tampa,드리프트 탬파,Sports,17,995000,0,0,67467,18467,8048,8250,1667,6818,513,208,121,1100,AWD,3,4,2,Southern S.A. Super Autos,,5.13,2.08,1.21,80.48,82.5,16.67,68.18,01:07.5,184.67
402,Ocelot,21,Lynx,링크스,Sports,17,1735000,0,0,66082,19553,8424,7875,3333,7758,470,199,132,1725,RWD,2,6,2,Legendary Motorsport ,,4.7,1.99,1.32,84.24,78.75,33.33,77.58,01:06.1,195.53
401,Western,37,Cliffhanger,클리프행어,Motorcycles,10,225000,0,0,62595,20077,7914,7950,3667,6818,234,86,169,140,RWD,2,4,2,Southern S.A. Super Autos,,2.34,0.86,1.69,79.14,79.5,36.67,68.18,01:02.6,200.77
400,Progen,22,Tyrus,타이러스,Super,19,2550000,0,0,61210,19835,8638,9275,4000,9090,504,332,146,915,RWD,2,6,2,Legendary Motorsport ,,5.04,3.32,1.46,86.38,92.75,40,90.9,01:01.2,198.35
399,Annis,10,RE-7B,RE-7B,Super,19,2475000,0,0,59076,19875,8638,9275,3667,9116,509,215,133,880,RWD,2,6,2,Legendary Motorsport ,,5.09,2.15,1.33,86.38,92.75,36.67,91.16,00:59.1,198.75
398,Emperor,51,ETR1,ETR1,Super,19,1995000,0,0,60593,19513,8504,8250,3333,8873,480,222,129,1400,RWD,2,6,2,Legendary Motorsport ,,4.8,2.22,1.29,85.04,82.5,33.33,88.73,01:00.6,195.13
397,Lampadati,11,Tropos Rallye,트로포스 랠리,Sports,17,816000,0,0,65766,19232,8156,5625,2333,6212,418,200,132,800,RWD,2,6,2,Southern S.A. Super Autos,,4.18,2,1.32,81.56,56.25,23.33,62.12,01:05.8,192.32
396,Obey,1,Omnis,옴니스,Sports,17,701000,0,0,66399,18226,8156,7625,3333,6485,410,193,187,1090,AWD,3,5,2,Southern S.A. Super Autos,,4.1,1.93,1.87,81.56,76.25,33.33,64.85,01:06.4,182.26
395,Vapid,6,Trophy Truck,트로피 트럭,Off-Road,12,550000,0,0,66561,17180,7512,8475,1000,7576,546,244,212,2200,AWD,3,5,2,Southern S.A. Super Autos,,5.46,2.44,2.12,75.12,84.75,10,75.76,01:06.6,171.8
394,Vapid,6,Desert Raid,데저트 레이드,Off-Road,12,695000,0,0,66549,17180,7512,8475,1000,7576,591,260,213,2200,AWD,3,5,2,Southern S.A. Super Autos,,5.91,2.6,2.13,75.12,84.75,10,75.76,01:06.5,171.8
393,Western,37,Gargoyle,,Motorcycles,10,120000,0,0,62628,20117,7887,7813,3667,6818,240,86,101,135,RWD,2,4,2,Southern S.A. Super Autos,,2.4,0.86,1.01,78.87,78.13,36.67,68.18,01:02.6,201.17
392,Nagasaki,20,BF400,,Motorcycles,10,95000,0,0,62296,21847,7780,7250,3667,6515,226,90,147,150,RWD,2,5,2,Southern S.A. Super Autos,,2.26,0.9,1.47,77.8,72.5,36.67,65.15,01:02.3,218.47
391,Grotti,29,Brioso R/A,,Compacts,3,155000,0,0,65383,21324,7243,7250,2000,6970,372,171,155,850,AWD,3,6,2,Southern S.A. Super Autos,,3.72,1.71,1.55,72.43,72.5,20,69.7,01:10.4,166.97
390,Dewbauchee,8,Seven-70,세븐-70,Sports,17,695000,0,0,63881,19956,8531,8375,3333,7758,475,220,137,1650,RWD,2,6,2,Legendary Motorsport ,,4.75,2.2,1.37,85.31,83.75,33.33,77.58,01:03.9,199.56
389,Pfister,7,811,811,Super,19,1135000,0,0,62946,21042,8547,8900,3733,8145,493,211,126,1600,AWD,3,6,2,Legendary Motorsport ,,4.93,2.11,1.26,85.47,89,37.33,81.45,01:02.9,210.42
388,Grotti,29,X80 Proto,X80 프로토,Super,19,2700000,0,0,60677,20640,8531,9375,3667,8182,504,214,112,900,AWD,3,6,2,Legendary Motorsport ,,5.04,2.14,1.12,85.31,93.75,36.67,81.82,01:00.7,206.4
387,Bravado,17,Rumpo Custom,,Vans,23,130000,0,0,77026,15892,6975,4500,1000,6061,594,270,266,2250,AWD,3,5,4,Southern S.A. Super Autos,,5.94,2.7,2.66,69.75,45,10,60.61,01:17.0,158.92
386,Benefactor,3,XLS (Armored),XLS(방탄),SUVs,20,522000,0,0,70888,17461,7082,6625,1967,6212,512,206,187,3000,AWD,3,6,4,Legendary Motorsport ,,5.12,2.06,1.87,70.82,66.25,19.67,62.12,01:10.9,174.61
385,Benefactor,3,XLS,XLS,SUVs,20,253000,0,0,74541,17059,7082,6500,1933,6061,512,206,187,2600,AWD,3,6,4,Legendary Motorsport ,,5.12,2.06,1.87,70.82,65,19.33,60.61,01:14.5,170.59
384,Pegassi,4,Reaper,리퍼,Super,19,1595000,0,0,62112,19634,8531,9125,3667,8091,471,208,120,1300,RWD,2,6,2,Legendary Motorsport ,,4.71,2.08,1.2,85.31,91.25,36.67,80.91,01:02.1,196.34
383,Vapid,6,FMJ,FMJ,Super,19,1750000,0,0,61428,20197,8499,9138,3667,8182,485,211,112,1315,RWD,2,6,2,Legendary Motorsport ,,4.85,2.11,1.12,84.99,91.38,36.67,81.82,01:01.4,201.97
382,Grotti,29,Bestia GTS,,Sports,17,610000,0,0,64035,19151,8317,8000,3333,7333,514,213,147,1800,AWD,3,6,2,Legendary Motorsport ,,5.14,2.13,1.47,83.17,80,33.33,73.33,01:04.0,191.51
381,MTL,15,Brickade,브릭케이드,Service,16,1100000,1,1,87570,13478,5634,5000,1333,6061,1204,377,397,14000,AWD,3,5,6,Warstock Cache & Carry,,12.04,3.77,3.97,56.34,50,13.33,60.61,01:27.6,134.78
380,Buckingham,19,Nimbus,님버스,Planes,14,1900000,0,1,47045,26554,7150,4550,3600,5800,2181,1962,570,6500,,,,8,Elitás Travel,,21.81,19.62,5.7,71.5,45.5,36,58,00:47.0,265.54
379,Buckingham,19,Volatus,볼라투스,Helicopters,7,2295000,0,1,55388,25951,8500,8700,0,7000,1542,1275,490,8000,,,,4,Elitás Travel,,15.42,12.75,4.9,85,87,,70,00:55.4,259.51
